0.008010658,-0.36365083,0.05761392,0.32430977,0.38422003
-0.5019468,0.22906174,0.45480654,0.039962955,0.07990815
0.06603889,0.41306782,-0.090151176,-0.484857,0.2875828
-0.12960845,-0.17526099,-0.37953007,0.2310549,-0.41054237
0.15323581,0.29616988,0.15304017,0.18736583,0.23345958
0.1545031,0.28424916,0.092363626,-0.115715295,-0.48271233
0.34260634,0.6362134,0.27454826,-0.26186052,0.39254886
-0.061629765,-0.022437464,0.35759595,-0.3129177,-0.2581226
0.099449754,0.28455827,0.41031757,-0.3484797,0.34057415
0.41106528,0.01453633,0.4291835,0.03851849,0.06330729
0.22209507,0.015077203,0.47042724,0.040861014,-0.17520949
0.07685733,0.4214629,0.16116513,0.15892194,0.38117728
0.3264404,-0.5380112,0.07223289,-0.15818419,-0.06810577
0.20015883,0.6801892,0.06255791,-0.02434967,0.27249438
0.18817893,-0.722438,-0.31241396,0.40543664,0.24869911
0.06730563,-0.54965603,-0.24253061,-0.16259758,0.35125297
0.3652708,0.041987088,-0.20601249,0.17203727,-0.26246148
0.044075515,-0.497399,-0.41217107,-0.2745414,0.31553975
-0.2550583,-0.3208493,-0.30536145,0.3027438,-0.39145207
-0.082954645,-0.3197837,0.03497809,0.18294781,-0.3384989
-0.3351069,0.34065938,0.2253416,0.3776001,0.0416325
0.32695526,-0.046761636,-0.12847798,-0.24457651,-0.19906825
0.41840276,-0.69289136,0.40197527,-0.14787923,0.41573283
0.15603314,-0.07275039,0.016456421,0.16752559,0.12945382
